household_id,income,household_size,building_type,home_age,sqft,region,utility,urban,dac_flag,baseline_gas_therms_year,baseline_elec_kwh_year,elec_rate_cents_kwh,gas_rate_dollars_therm,received_prior_rebate,adopted_heat_pump,adoption_probability,prob_decile
2680,91778.0,5,single_family,61.0,1184.0,West,UtilityB,0,1,670.24,2412.32,17.89,1.78,0,1,0.9446573,4
2681,46849.0,4,single_family,13.0,1001.0,Midwest,UtilityA,1,1,338.7,1583.14,18.58,1.51,0,1,0.93797946,5
2682,58817.0,2,single_family,68.0,2009.0,Northeast,UtilityB,1,0,560.17,975.61,31.64,0.7,1,1,0.9286039,5
2683,60656.0,2,apartment,11.0,1713.0,Midwest,UtilityA,0,0,1042.87,1874.57,20.81,1.22,0,1,0.8683149,7
2684,79578.0,6,single_family,0.0,1810.0,Midwest,UtilityA,1,1,1016.08,856.36,23.47,1.94,1,1,0.97498643,2
2685,144541.0,5,apartment,31.0,1231.0,West,UtilityA,0,0,413.95,1559.45,17.22,1.08,0,1,0.96009904,3
2686,57004.0,4,single_family,55.0,1891.0,South,UtilityB,1,1,989.96,2753.36,21.24,1.83,0,0,0.84696907,8
2687,55691.0,6,single_family,46.0,948.0,South,UtilityB,0,0,455.55,2533.37,16.52,1.78,0,1,0.92821187,5
2688,51006.0,5,single_family,53.0,1747.0,Northeast,UtilityA,1,0,900.2,1568.29,23.49,1.2,0,0,0.8203743,8
2689,104066.0,3,single_family,46.0,2298.0,Northeast,UtilityA,0,0,738.45,3237.2,18.36,1.96,0,1,0.9243202,5
2690,83760.0,5,apartment,14.0,1581.0,West,UtilityA,1,0,579.24,2073.82,25.19,1.57,0,1,0.77621305,9
2691,58113.0,5,multi_family,45.0,2066.0,West,UtilityB,1,0,683.57,2243.35,14.84,1.54,1,1,0.98611265,1
2692,74116.0,3,single_family,32.0,614.0,South,UtilityB,0,0,164.86,1429.98,19.47,1.14,0,1,0.95336694,4
2693,61255.0,1,apartment,16.0,566.0,Midwest,UtilityB,1,0,856.35,2383.86,26.71,2.12,0,1,0.9685675,2
2694,93877.0,5,multi_family,34.0,1996.0,Northeast,UtilityB,1,0,310.61,1612.73,28.13,1.12,0,1,0.94555295,4
2695,165531.0,3,single_family,29.0,2428.0,West,UtilityC,1,0,1058.72,1124.29,22.02,1.12,0,1,0.98531646,1
2696,101526.0,3,multi_family,58.0,1657.0,Northeast,UtilityA,0,0,693.55,2081.26,20.45,1.66,0,1,0.88086855,7
2697,82210.0,5,multi_family,20.0,3087.0,Midwest,UtilityC,1,0,340.08,1718.65,22.47,1.21,0,1,0.9149817,6
2698,65051.0,5,multi_family,19.0,934.0,South,UtilityA,0,1,856.92,1669.56,30.21,2.43,1,1,0.99484754,1
2699,44698.0,1,single_family,16.0,1392.0,West,UtilityB,0,0,601.24,2156.55,20.93,1.2,0,1,0.9221922,5
2700,107011.0,5,single_family,68.0,1884.0,Northeast,UtilityB,1,0,765.78,867.07,22.01,1.92,0,1,0.8277379,8
2701,105381.0,2,single_family,17.0,2079.0,West,UtilityC,1,0,547.27,1321.85,17.79,2.26,1,1,0.96161443,3
2702,71017.0,4,single_family,56.0,1450.0,Midwest,UtilityA,1,0,809.27,1975.09,19.29,1.89,0,1,0.81012285,8
2703,121400.0,6,single_family,9.0,1164.0,South,UtilityB,0,0,421.82,1078.9,23.76,1.3,0,0,0.40471533,10
2704,85633.0,2,multi_family,40.0,2172.0,Northeast,UtilityB,1,0,484.15,1230.92,25.57,1.74,0,1,0.95217377,4
2705,108243.0,2,single_family,35.0,1880.0,West,UtilityC,1,0,735.25,2380.83,23.21,2.14,0,1,0.957155,3
2706,93886.0,6,single_family,55.0,1593.0,South,UtilityA,1,0,1065.57,981.52,25.32,1.0,0,1,0.75152266,9
2707,79686.0,3,single_family,52.0,2099.0,West,UtilityB,1,0,577.64,2593.83,18.0,2.04,1,1,0.94343,4
2708,56353.0,6,single_family,32.0,1718.0,South,UtilityA,0,0,826.22,2175.99,17.6,1.8,0,1,0.8490408,8
2709,80634.0,3,single_family,19.0,1716.0,West,UtilityC,0,0,793.65,2265.05,25.18,2.36,1,1,0.95326626,4
2710,110262.0,4,multi_family,62.0,1694.0,South,UtilityB,1,0,1032.62,1034.87,20.1,1.77,0,1,0.890436,7
2711,69756.0,4,apartment,17.0,1307.0,South,UtilityB,1,0,364.07,2635.9,17.3,1.66,0,0,0.2921127,10
2712,98192.0,6,single_family,0.0,1246.0,Northeast,UtilityA,0,1,675.68,1849.46,22.81,1.87,0,1,0.963398,3
2713,52518.0,4,apartment,0.0,1485.0,West,UtilityB,0,0,646.76,3264.11,22.34,1.1,0,1,0.92982495,5
2714,108402.0,4,apartment,0.0,1819.0,South,UtilityB,0,0,675.8,2197.01,21.24,1.27,1,0,0.3705038,10
2715,94388.0,3,multi_family,42.0,677.0,South,UtilityA,1,0,449.81,1660.29,28.35,1.63,0,0,0.45165977,9
2716,48937.0,3,apartment,74.0,2367.0,South,UtilityC,0,0,585.13,897.57,29.5,1.39,0,0,0.16009937,10
2717,78280.0,3,single_family,0.0,1811.0,West,UtilityB,1,0,897.31,2009.08,25.84,1.36,1,1,0.788563,8
2718,112943.0,3,single_family,14.0,1161.0,South,UtilityA,1,1,373.69,2496.61,23.72,2.42,0,1,0.9888799,1
2719,47229.0,5,multi_family,32.0,2770.0,South,UtilityB,0,1,733.04,2365.92,27.52,2.32,0,1,0.9311629,5
2720,52871.0,1,single_family,61.0,1825.0,South,UtilityA,1,0,526.23,1104.95,22.63,0.7,1,1,0.93930477,4
2721,82915.0,4,single_family,14.0,999.0,South,UtilityB,1,0,657.56,3204.8,21.22,1.62,0,0,0.3496195,10
2722,149000.0,4,single_family,42.0,2743.0,South,UtilityA,1,1,515.48,1341.66,19.67,1.12,0,1,0.88688517,7
2723,64823.0,5,single_family,25.0,2613.0,West,UtilityB,0,0,896.94,2575.13,18.87,2.06,0,1,0.8892147,7
2724,99858.0,4,single_family,82.0,1255.0,West,UtilityA,1,0,343.25,1178.91,25.71,1.69,1,1,0.9885515,1
2725,92804.0,3,single_family,33.0,1606.0,South,UtilityB,0,1,660.64,560.19,15.99,2.19,1,1,0.9572105,3
2726,67314.0,1,apartment,37.0,1525.0,Northeast,UtilityB,1,0,931.25,1173.91,19.62,1.26,0,1,0.8765107,7
2727,89834.0,3,single_family,32.0,666.0,Midwest,UtilityB,1,0,679.98,1203.95,20.59,1.22,0,1,0.93708,5
2728,71565.0,2,multi_family,22.0,1995.0,West,UtilityA,0,0,404.2,1213.6,16.37,1.51,0,0,0.6085083,9
2729,74266.0,2,single_family,49.0,2307.0,West,UtilityB,0,0,397.33,963.73,20.43,1.36,0,1,0.8522816,8
2730,35162.0,5,single_family,7.0,2194.0,Midwest,UtilityB,1,0,655.22,1097.36,22.37,1.56,0,1,0.9179573,6
2731,84267.0,3,apartment,0.0,1820.0,West,UtilityA,0,0,248.99,610.82,26.11,2.07,0,1,0.9127485,6
2732,111973.0,5,single_family,27.0,2365.0,Midwest,UtilityA,0,0,746.63,737.99,19.98,1.79,1,0,0.95498824,3
2733,86723.0,1,single_family,46.0,1119.0,West,UtilityA,1,0,288.76,3530.13,22.4,1.48,0,1,0.9646164,3
2734,117715.0,6,multi_family,18.0,2891.0,West,UtilityC,0,0,346.29,1942.11,16.02,1.62,0,1,0.6756313,9
2735,102410.0,3,single_family,34.0,1337.0,South,UtilityA,0,1,1150.3,1690.46,17.13,0.97,0,1,0.9546041,3
2736,83214.0,2,single_family,6.0,1403.0,West,UtilityB,1,0,1055.19,1930.14,14.39,0.82,0,1,0.9686083,2
2737,66162.0,3,apartment,51.0,1455.0,South,UtilityB,0,1,487.4,1412.91,25.92,2.08,0,1,0.9521969,4
2738,70412.0,6,single_family,43.0,1411.0,Midwest,UtilityA,1,0,960.71,1646.63,20.69,1.3,0,1,0.96766037,3
2739,40885.0,5,multi_family,30.0,1684.0,West,UtilityA,1,0,405.64,1469.6,22.88,2.17,0,1,0.79718775,8
2740,76988.0,2,single_family,33.0,1661.0,Northeast,UtilityA,1,0,749.77,2091.95,24.09,1.48,0,1,0.882522,7
2741,89380.0,6,single_family,2.0,1878.0,Midwest,UtilityA,0,0,993.31,2447.58,25.23,1.65,0,1,0.9292614,5
2742,136463.0,1,single_family,3.0,1309.0,Midwest,UtilityA,1,0,435.84,566.2,30.02,1.93,1,0,0.25896958,10
2743,100850.0,2,multi_family,28.0,1900.0,South,UtilityC,0,1,287.12,1244.51,21.83,1.98,0,1,0.9725107,2
2744,59054.0,5,single_family,40.0,1146.0,South,UtilityC,1,1,623.28,1083.31,19.15,1.39,0,1,0.95954555,3
2745,41819.0,4,apartment,41.0,2239.0,West,UtilityA,0,1,426.4,1351.82,24.79,1.63,0,0,0.430503,9
2746,78803.0,3,multi_family,23.0,2232.0,West,UtilityA,1,0,440.94,1263.39,31.45,1.59,0,1,0.88622725,7
2747,109353.0,6,single_family,45.0,1797.0,West,UtilityB,0,0,345.28,2107.3,19.84,1.75,0,0,0.5397332,9
2748,78382.0,5,single_family,58.0,1410.0,South,UtilityC,0,0,138.42,1703.2,18.82,1.68,0,1,0.88452715,7
2749,101260.0,6,multi_family,28.0,1987.0,West,UtilityC,1,0,459.4,1137.57,11.78,1.31,0,1,0.9146098,6
2750,79566.0,2,multi_family,36.0,1267.0,Midwest,UtilityC,0,1,481.56,3603.57,13.73,1.66,0,1,0.97186536,2
2751,106510.0,6,single_family,26.0,1821.0,South,UtilityA,0,1,404.92,725.71,27.68,1.01,1,1,0.90701556,6
2752,37082.0,2,apartment,27.0,1709.0,Northeast,UtilityC,1,0,339.42,2257.39,21.31,1.6,0,1,0.6359255,9
2753,133125.0,5,single_family,33.0,3378.0,Northeast,UtilityA,1,1,863.08,1246.88,17.45,1.65,0,0,0.2969891,10
2754,51625.0,4,apartment,64.0,1064.0,Midwest,UtilityA,0,1,681.97,1454.16,22.01,1.21,0,1,0.84493434,8
2755,108812.0,4,apartment,48.0,300.0,Northeast,UtilityB,1,0,297.84,1997.22,32.41,1.49,0,1,0.69948524,9
2756,76834.0,1,single_family,47.0,1417.0,West,UtilityB,1,1,638.87,500.37,22.02,1.39,0,1,0.9850428,1
2757,81525.0,6,single_family,21.0,771.0,South,UtilityB,1,0,382.72,2015.28,29.66,1.4,0,1,0.91835,6
2758,77767.0,2,single_family,12.0,1364.0,West,UtilityB,1,0,830.26,2398.21,18.25,1.9,0,0,0.8078106,8
2759,92668.0,4,single_family,38.0,1021.0,South,UtilityC,1,0,408.06,2669.53,27.84,1.78,0,0,0.19281277,10
2760,98726.0,1,multi_family,55.0,1257.0,South,UtilityA,1,0,900.8,1204.25,19.76,1.98,1,1,0.94754905,4
2761,116751.0,6,single_family,64.0,1161.0,Midwest,UtilityA,1,0,872.89,2260.18,18.92,2.43,0,1,0.9687913,2
2762,127238.0,2,multi_family,0.0,2378.0,West,UtilityB,1,1,716.15,2516.43,18.24,2.04,1,1,0.95783633,3
2763,94955.0,5,apartment,79.0,1771.0,Northeast,UtilityA,0,0,403.45,2475.07,20.7,0.99,0,1,0.86375064,8
2764,136410.0,5,apartment,38.0,2445.0,South,UtilityA,0,0,515.15,1829.79,25.9,1.34,1,1,0.903714,6
2765,87789.0,4,single_family,48.0,1824.0,West,UtilityA,0,0,544.33,2718.2,20.07,2.14,0,1,0.9056175,6
2766,117323.0,1,apartment,0.0,2357.0,West,UtilityC,1,0,609.56,3843.0,26.28,1.44,0,1,0.9298443,5
2767,97862.0,2,single_family,25.0,1619.0,West,UtilityC,1,1,933.86,1668.82,19.13,1.42,0,1,0.94895387,4
2768,68524.0,4,single_family,46.0,2757.0,Midwest,UtilityB,1,0,489.39,1237.7,21.67,1.73,0,1,0.93126905,5
2769,90437.0,4,single_family,7.0,2083.0,South,UtilityB,1,1,822.71,1870.87,19.88,1.49,0,1,0.9478149,4
2770,100095.0,4,multi_family,0.0,1332.0,Northeast,UtilityC,1,0,324.31,1412.94,29.25,2.28,0,1,0.99665487,1
2771,84034.0,2,single_family,37.0,2171.0,Midwest,UtilityA,0,0,423.47,1341.06,24.07,1.54,0,1,0.93078524,5
2772,97386.0,4,single_family,29.0,1816.0,Northeast,UtilityB,1,0,386.54,3298.55,23.14,2.56,0,1,0.98579097,1
2773,110961.0,1,single_family,59.0,1678.0,West,UtilityB,1,0,828.54,1492.42,20.88,1.38,0,0,0.78381586,9
2774,84299.0,3,apartment,27.0,1858.0,West,UtilityC,0,1,1010.69,1469.64,19.67,1.34,1,1,0.9771477,2
2775,15000.0,1,single_family,28.0,2251.0,South,UtilityA,1,0,451.64,1349.75,17.97,1.27,0,1,0.86996204,7
2776,135348.0,4,multi_family,44.0,529.0,West,UtilityC,0,0,397.13,1971.44,27.29,1.29,0,1,0.98576593,1
2777,76072.0,4,multi_family,51.0,1589.0,South,UtilityB,1,0,522.69,2177.25,15.54,1.89,0,1,0.8448106,8
2778,60302.0,6,single_family,16.0,2210.0,Northeast,UtilityA,1,1,374.79,2878.61,20.55,1.06,0,1,0.986286,1
2779,51277.0,3,single_family,49.0,1949.0,South,UtilityB,0,0,458.74,1077.13,25.53,1.2,0,0,0.8785459,7
2780,74907.0,1,single_family,20.0,1124.0,Midwest,UtilityA,0,1,523.14,2842.98,15.3,1.81,0,0,0.3219266,10
2781,68118.0,2,single_family,30.0,379.0,South,UtilityB,0,1,525.46,1171.97,22.71,0.73,1,1,0.950291,4
2782,62890.0,5,apartment,43.0,2821.0,West,UtilityA,0,0,262.14,914.94,18.52,1.01,0,0,0.10476932,10
2783,64536.0,6,single_family,47.0,1688.0,Midwest,UtilityB,1,0,448.49,1064.31,22.11,1.58,0,1,0.92029274,6
2784,100892.0,1,multi_family,36.0,2708.0,Midwest,UtilityB,0,0,1120.96,1587.77,21.33,1.76,0,1,0.97787285,2
2785,145911.0,5,multi_family,8.0,2277.0,Northeast,UtilityB,0,0,284.76,1115.45,12.98,1.47,1,1,0.9936429,1
2786,109617.0,3,apartment,0.0,1324.0,South,UtilityA,1,1,606.03,1975.99,24.55,1.77,0,1,0.8495872,8
2787,118678.0,2,single_family,26.0,300.0,Midwest,UtilityC,1,0,580.22,1330.66,18.05,1.26,1,1,0.88714904,7
2788,73678.0,4,apartment,49.0,1523.0,South,UtilityC,1,1,1266.65,2410.0,19.81,2.21,1,1,0.96746683,3
2789,88140.0,6,multi_family,39.0,1778.0,Midwest,UtilityB,1,0,594.47,2105.09,22.2,1.96,1,1,0.8883234,7
2790,97794.0,2,single_family,35.0,2070.0,West,UtilityA,0,0,1079.34,2187.93,23.5,1.27,0,1,0.9271272,5
2791,65213.0,6,multi_family,30.0,1133.0,West,UtilityC,1,1,587.08,1904.16,23.79,1.52,0,0,0.5522978,9
2792,72228.0,1,single_family,36.0,1907.0,Midwest,UtilityC,0,0,441.38,1870.36,25.16,0.81,0,1,0.96280843,3
2793,110637.0,5,multi_family,10.0,1907.0,West,UtilityC,1,0,601.79,1285.06,12.13,1.97,0,1,0.9759706,2
2794,117709.0,1,multi_family,46.0,2392.0,Northeast,UtilityA,1,0,318.7,1353.01,23.93,1.09,0,1,0.85144913,8
2795,87022.0,1,multi_family,47.0,1616.0,Northeast,UtilityC,1,0,624.54,1376.58,22.04,1.38,0,1,0.90978074,6
2796,49145.0,1,apartment,23.0,2066.0,South,UtilityA,1,1,460.53,2335.71,19.79,1.48,1,1,0.90663016,6
2797,76132.0,5,multi_family,39.0,1973.0,Midwest,UtilityB,1,0,442.66,1966.54,23.05,1.05,1,1,0.93389595,5
2798,41760.0,4,single_family,0.0,2325.0,West,UtilityB,0,1,858.61,1372.13,25.68,1.27,1,1,0.9411023,4
2799,87256.0,5,single_family,34.0,1308.0,West,UtilityA,1,0,499.28,1718.95,18.49,1.75,0,0,0.51110536,9
2800,92662.0,1,apartment,27.0,300.0,West,UtilityA,1,0,221.91,2807.28,27.61,1.4,0,1,0.9458729,4
2801,76879.0,6,multi_family,55.0,1658.0,Northeast,UtilityB,1,0,694.72,335.15,26.59,1.95,0,0,0.22298092,10
2802,92251.0,5,apartment,26.0,1661.0,South,UtilityA,1,1,759.42,1631.48,23.48,1.9,1,1,0.8987865,6
2803,97507.0,3,single_family,47.0,1105.0,South,UtilityB,0,0,1344.92,1741.74,17.11,1.26,0,1,0.9589296,3
2804,92706.0,6,single_family,22.0,895.0,Northeast,UtilityA,1,0,623.08,1332.45,30.62,1.42,0,1,0.91355497,6
2805,48954.0,1,apartment,0.0,1455.0,West,UtilityA,0,0,481.12,899.1,23.14,1.42,1,1,0.79970276,8
2806,77402.0,2,multi_family,25.0,1731.0,West,UtilityB,0,0,699.5,1291.11,22.59,1.44,0,1,0.84084755,8
2807,97295.0,1,single_family,34.0,1857.0,West,UtilityC,0,1,328.97,1193.39,22.45,2.19,0,1,0.9387376,5
2808,132361.0,1,single_family,33.0,429.0,West,UtilityA,1,0,441.98,1761.53,24.21,1.68,0,0,0.99144477,1
2809,76842.0,6,apartment,33.0,748.0,Northeast,UtilityA,0,1,731.23,1230.21,25.71,0.94,0,1,0.97210705,2
2810,101525.0,3,multi_family,20.0,2478.0,West,UtilityC,0,0,515.21,1720.51,21.9,1.34,0,0,0.55182856,9
2811,111345.0,4,single_family,24.0,1686.0,West,UtilityC,0,0,246.41,3090.45,17.03,1.42,1,1,0.98281384,1
2812,79101.0,6,single_family,7.0,1799.0,South,UtilityB,1,0,497.53,1083.79,26.14,1.77,1,1,0.87695795,7
2813,119452.0,5,single_family,0.0,1000.0,Northeast,UtilityB,1,1,597.82,2499.46,18.74,2.32,1,1,0.9837573,1
2814,121065.0,3,single_family,28.0,1797.0,South,UtilityA,0,0,506.09,1572.87,17.98,1.91,0,1,0.80662495,8
2815,126412.0,3,single_family,15.0,1575.0,Northeast,UtilityB,0,0,262.28,613.37,21.75,1.56,0,1,0.97223175,2
2816,98753.0,1,single_family,52.0,1429.0,Northeast,UtilityC,1,0,164.92,2423.81,20.18,1.26,0,1,0.7714539,9
2817,155804.0,5,multi_family,0.0,923.0,West,UtilityC,0,0,789.95,2400.91,23.52,2.17,0,1,0.9947693,1
2818,66542.0,6,single_family,36.0,1279.0,West,UtilityA,1,0,752.58,1076.25,24.28,1.48,0,1,0.70018965,9
2819,148722.0,4,multi_family,72.0,2983.0,West,UtilityA,1,1,420.46,1982.13,20.12,1.03,0,1,0.9931363,1
2820,108049.0,3,single_family,26.0,1590.0,Midwest,UtilityC,1,0,412.7,1548.19,22.49,1.74,0,0,0.48509958,9
2821,125212.0,6,single_family,30.0,2274.0,South,UtilityC,0,0,484.53,1828.81,20.06,1.11,0,1,0.93563074,5
2822,75399.0,3,single_family,39.0,1682.0,South,UtilityB,1,0,807.94,1274.89,25.07,1.86,0,1,0.8100891,8
2823,110334.0,3,single_family,40.0,1613.0,South,UtilityA,0,0,600.9,1123.74,23.96,1.44,0,0,0.50478023,9
2824,127809.0,6,multi_family,22.0,1418.0,South,UtilityB,1,0,974.05,1021.91,24.87,1.48,0,1,0.9442964,4
2825,52379.0,3,apartment,10.0,2607.0,West,UtilityA,1,1,594.27,2690.2,20.86,0.7,1,1,0.98611176,1
2826,80100.0,6,multi_family,43.0,2024.0,West,UtilityA,1,0,382.71,1086.13,23.03,2.03,0,1,0.8686113,7
2827,20762.0,1,multi_family,0.0,1326.0,West,UtilityA,1,1,427.93,1970.43,24.04,1.13,0,1,0.91437024,6
2828,79650.0,3,apartment,47.0,1564.0,Northeast,UtilityA,0,0,706.08,1098.3,25.0,1.31,0,1,0.94054353,4
2829,60520.0,3,multi_family,22.0,2446.0,South,UtilityB,1,1,1077.58,3868.21,24.65,1.68,1,1,0.87623805,7
2830,78467.0,2,single_family,30.0,300.0,South,UtilityA,1,0,613.51,1084.92,21.51,1.54,0,1,0.9321332,5
2831,172709.0,6,multi_family,19.0,1986.0,South,UtilityB,0,1,868.79,1071.66,17.4,2.52,1,1,0.9903672,1
2832,136534.0,3,single_family,59.0,2123.0,West,UtilityA,1,0,671.64,2858.9,24.01,0.91,0,1,0.94638896,4
2833,41817.0,6,single_family,35.0,1350.0,Northeast,UtilityA,1,0,642.22,1495.45,23.81,1.45,0,1,0.8417608,8
2834,101672.0,2,multi_family,24.0,1893.0,Northeast,UtilityC,1,0,1131.72,970.03,17.6,1.91,0,1,0.91181713,6
2835,108968.0,3,multi_family,23.0,2101.0,West,UtilityB,1,0,348.07,1617.98,25.39,1.42,1,1,0.9686696,2
2836,74863.0,3,single_family,27.0,1061.0,South,UtilityA,1,0,488.09,1160.81,22.62,1.6,1,0,0.728749,9
2837,90349.0,4,apartment,78.0,2305.0,South,UtilityB,1,0,449.88,4156.76,21.48,2.63,0,0,0.19042413,10
2838,93279.0,2,single_family,4.0,1978.0,West,UtilityA,0,1,559.09,754.41,22.85,1.63,1,1,0.9334742,5
2839,44602.0,2,multi_family,52.0,1708.0,South,UtilityA,0,1,281.1,2152.9,25.72,2.16,0,0,0.6940302,9
2840,54060.0,4,apartment,41.0,1863.0,South,UtilityA,0,0,547.79,2901.33,28.23,1.86,0,0,0.29324192,10
2841,90169.0,2,single_family,61.0,2224.0,Northeast,UtilityC,1,1,413.68,2265.1,21.79,1.89,1,1,0.8721224,7
2842,87982.0,5,apartment,43.0,3190.0,South,UtilityA,1,0,426.45,1251.83,21.08,1.52,0,0,0.316213,10
2843,63743.0,3,multi_family,30.0,2166.0,South,UtilityC,1,0,903.68,2547.23,24.43,0.95,0,0,0.28987068,10
2844,61169.0,6,multi_family,50.0,2286.0,South,UtilityB,0,0,392.36,1777.06,16.64,2.04,0,1,0.8520612,8
2845,82307.0,2,apartment,35.0,1916.0,South,UtilityA,0,0,1271.85,2114.02,25.45,1.82,0,1,0.8517656,8
2846,111585.0,6,multi_family,45.0,2941.0,Northeast,UtilityC,1,0,602.96,2299.36,16.58,1.81,1,1,0.96718395,3
2847,82705.0,3,single_family,59.0,920.0,Midwest,UtilityA,0,0,188.55,1058.82,16.5,1.54,0,0,0.8909009,7
2848,133682.0,1,multi_family,32.0,758.0,South,UtilityB,0,0,869.49,2060.77,28.21,1.34,0,1,0.98447096,1
2849,64125.0,5,single_family,22.0,1892.0,South,UtilityB,1,0,162.26,2237.16,13.67,2.13,0,1,0.94612604,4
2850,90793.0,2,single_family,17.0,2196.0,Northeast,UtilityA,0,1,314.53,1630.85,27.23,1.73,0,1,0.989281,1
2851,74371.0,1,single_family,39.0,300.0,West,UtilityA,0,0,661.7,1245.51,28.24,0.87,0,1,0.9912014,1
2852,102639.0,4,single_family,12.0,1798.0,Midwest,UtilityC,1,1,505.14,1582.41,23.36,1.58,0,1,0.86469173,7
2853,61552.0,5,multi_family,23.0,1692.0,South,UtilityA,1,0,750.41,3263.02,24.42,1.48,0,1,0.33357334,10
2854,142822.0,2,apartment,11.0,2246.0,South,UtilityC,0,0,428.29,1969.67,15.7,0.7,0,0,0.30278507,10
2855,34282.0,4,apartment,40.0,2057.0,South,UtilityA,1,0,426.52,1693.86,20.03,1.3,0,1,0.90774196,6
2856,136464.0,1,single_family,15.0,715.0,Midwest,UtilityA,1,1,460.26,1075.47,23.43,2.64,0,1,0.98622745,1
2857,87700.0,2,single_family,4.0,1152.0,Northeast,UtilityA,1,0,678.76,2527.42,23.32,0.7,0,0,0.9216505,5
2858,101573.0,5,single_family,8.0,1316.0,Midwest,UtilityA,1,0,759.56,2051.62,23.78,1.14,0,1,0.9374633,5
2859,125036.0,1,single_family,19.0,2243.0,Northeast,UtilityC,1,1,323.08,1399.57,23.32,0.7,0,1,0.9753876,2
2860,110730.0,3,single_family,20.0,2025.0,Midwest,UtilityA,1,1,922.33,1297.03,22.08,0.97,0,1,0.9883084,1
2861,63099.0,4,single_family,35.0,1428.0,South,UtilityB,1,0,1241.28,1003.58,17.11,0.86,0,0,0.22669433,10
2862,103003.0,1,apartment,27.0,1887.0,South,UtilityA,1,0,551.06,2087.61,23.41,1.13,0,1,0.5614437,9
2863,141024.0,6,single_family,37.0,1165.0,Northeast,UtilityA,0,0,626.65,731.25,17.45,2.29,0,1,0.9135917,6
2864,58381.0,4,multi_family,39.0,3030.0,South,UtilityA,0,0,414.04,2120.07,20.54,1.96,1,1,0.9726766,2
2865,148553.0,3,apartment,45.0,2145.0,Northeast,UtilityB,1,1,852.6,756.28,27.57,1.5,0,1,0.97205275,2
2866,96571.0,6,multi_family,0.0,2272.0,West,UtilityB,0,0,166.03,1529.98,15.74,2.27,0,0,0.32456023,10
2867,72003.0,4,single_family,7.0,2626.0,South,UtilityA,1,0,1044.15,2560.54,21.5,1.41,0,0,0.29027995,10
2868,58201.0,5,single_family,41.0,2410.0,South,UtilityC,1,0,992.0,668.63,25.47,1.22,0,1,0.9071948,6
2869,78301.0,1,apartment,34.0,1819.0,Midwest,UtilityA,1,0,310.54,560.57,24.55,1.43,1,1,0.932547,5
2870,26342.0,1,single_family,50.0,1689.0,South,UtilityC,0,0,387.71,2803.32,23.22,0.97,0,1,0.9543219,3
2871,72543.0,1,single_family,0.0,2573.0,South,UtilityA,1,0,514.31,1283.79,19.29,0.85,0,1,0.83687747,8
2872,77112.0,4,apartment,20.0,1816.0,West,UtilityB,1,0,810.3,1574.22,27.24,1.86,0,1,0.89189595,7
2873,52768.0,6,multi_family,24.0,1351.0,Northeast,UtilityA,0,0,266.82,1285.13,17.1,1.73,0,1,0.93950045,4
2874,107435.0,6,multi_family,33.0,2980.0,South,UtilityB,0,0,436.73,1348.17,24.77,1.09,0,0,0.39866868,10
2875,78437.0,4,single_family,31.0,1238.0,West,UtilityC,0,0,713.97,1127.88,22.61,1.79,0,0,0.5981585,9
2876,65926.0,1,single_family,39.0,759.0,South,UtilityB,0,0,297.26,2461.37,18.85,1.8,0,1,0.94732285,4
2877,75240.0,4,multi_family,28.0,2396.0,South,UtilityA,0,0,531.18,2200.37,20.44,1.36,1,1,0.5661208,9
2878,95653.0,4,single_family,57.0,1361.0,West,UtilityB,1,1,577.35,1080.23,29.24,1.22,0,1,0.9614467,3
2879,87197.0,4,single_family,64.0,2061.0,Midwest,UtilityA,1,1,343.29,1981.27,17.35,1.92,0,1,0.68764704,9
2880,63971.0,5,single_family,8.0,2890.0,Northeast,UtilityA,0,1,564.42,814.98,14.96,1.78,0,1,0.9333417,5
2881,88770.0,4,multi_family,31.0,975.0,West,UtilityB,0,0,586.71,1808.23,19.45,2.3,0,1,0.9562044,3
2882,83480.0,5,single_family,46.0,1775.0,Northeast,UtilityC,0,0,411.51,1427.9,23.65,1.77,0,0,0.5694945,9
2883,50816.0,3,apartment,42.0,2690.0,West,UtilityA,1,0,250.77,2032.26,27.7,0.89,0,1,0.3800553,10
2884,76345.0,1,single_family,22.0,2209.0,Northeast,UtilityB,0,1,239.3,1552.76,22.1,0.99,1,1,0.92400783,5
2885,102380.0,1,single_family,35.0,1692.0,Northeast,UtilityC,1,0,691.77,2333.73,15.49,1.51,0,0,0.64451325,9
2886,102164.0,6,apartment,0.0,3234.0,Midwest,UtilityB,0,0,690.88,1147.22,22.38,1.92,0,1,0.97595894,2
2887,78101.0,3,apartment,30.0,1743.0,West,UtilityA,0,0,471.59,2237.41,25.42,1.73,0,0,0.47968388,9
2888,105303.0,2,multi_family,1.0,2038.0,Northeast,UtilityA,1,0,510.6,727.61,23.28,1.35,1,1,0.9595239,3
2889,55601.0,2,apartment,40.0,2790.0,Midwest,UtilityA,0,1,440.46,1748.12,23.98,0.93,0,1,0.8876839,7
2890,56530.0,1,single_family,8.0,2389.0,Midwest,UtilityA,0,0,938.72,371.69,14.51,2.19,1,1,0.93389195,5
2891,77462.0,6,single_family,33.0,2593.0,Northeast,UtilityB,0,0,444.49,1656.78,16.63,2.17,0,1,0.845638,8
2892,129927.0,1,single_family,36.0,1260.0,Northeast,UtilityA,1,1,1150.05,1169.85,21.46,1.04,0,1,0.97390896,2
